Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Type_L,Type_M,Temp_diff,Power,Wear_per_speed
297.8,308.4,1374,47.1,150,0,True,False,10.599999999999966,64715.4,0.10909090909090909
297.8,308.4,1579,36.6,152,0,False,True,10.599999999999966,57791.4,0.09620253164556962
297.9,308.5,1305,47.2,155,0,True,False,10.600000000000023,61596.00000000001,0.11868300153139356
297.9,308.5,1449,40.8,157,0,False,True,10.600000000000023,59119.2,0.10827586206896551
298.0,308.6,1526,41.8,160,0,False,False,10.600000000000023,63786.799999999996,0.10478061558611657
298.0,308.6,1453,44.1,165,0,False,True,10.600000000000023,64077.3,0.11348005502063274
297.9,308.6,1468,36.0,168,0,True,False,10.700000000000045,52848.0,0.11436351259360109
298.0,308.6,1313,50.8,170,0,True,False,10.600000000000023,66700.4,0.1293759512937595
297.9,308.5,1300,53.0,172,0,False,True,10.600000000000023,68900.0,0.13220599538816294
297.9,308.4,1646,40.6,175,0,True,False,10.5,66827.6,0.10625379477838494
297.8,308.4,1714,33.2,177,0,True,False,10.599999999999966,56904.8,0.1032069970845481
297.8,308.4,1685,28.4,179,0,True,False,10.599999999999966,47854.0,0.10616844602609728
297.8,308.4,1512,39.9,181,0,True,False,10.599999999999966,60328.799999999996,0.11962987442167879
297.8,308.4,1612,32.1,183,0,True,False,10.599999999999966,51745.200000000004,0.1134531928084315
297.8,308.4,1550,38.2,185,0,False,False,10.599999999999966,59210.00000000001,0.11927788523533205
297.8,308.4,1518,32.5,190,0,True,False,10.599999999999966,49335.0,0.1250822909809085
297.8,308.5,1448,40.0,192,0,True,False,10.699999999999989,57920.0,0.13250517598343686
297.8,308.5,1561,46.3,194,0,True,False,10.699999999999989,72274.29999999999,0.12419974391805377
297.8,308.5,1488,41.9,196,0,False,True,10.699999999999989,62347.2,0.13163196776359973
297.8,308.5,1699,27.8,199,0,True,False,10.699999999999989,47232.200000000004,0.11705882352941177
297.7,308.5,1501,41.4,201,0,True,False,10.800000000000011,62141.4,0.13382157123834887
297.7,308.5,1373,56.7,203,1,True,False,10.800000000000011,77849.1,0.1477438136826783
297.6,308.4,1703,31.4,205,0,False,False,10.799999999999955,53474.2,0.12030516431924883
297.7,308.5,1720,29.9,210,0,False,False,10.800000000000011,51428.0,0.12202208018593841
297.6,308.4,1398,41.9,215,0,False,True,10.799999999999955,58576.2,0.15368120085775555
297.6,308.4,1391,51.9,218,0,False,True,10.799999999999955,72192.9,0.15660919540229884
297.6,308.3,1538,40.2,0,0,False,True,10.699999999999989,61827.600000000006,0.0
297.5,308.2,1647,31.3,3,0,True,False,10.699999999999989,51551.1,0.0018203883495145632
297.5,308.1,1469,44.8,5,0,False,True,10.600000000000023,65811.2,0.003401360544217687
297.4,308.1,1749,25.9,8,0,True,False,10.700000000000045,45299.1,0.004571428571428572
297.6,308.2,1995,20.5,10,0,False,True,10.599999999999966,40897.5,0.00501002004008016
297.6,308.3,1742,27.7,13,0,True,False,10.699999999999989,48253.4,0.007458405048766495
297.5,308.2,1563,38.2,15,0,True,False,10.699999999999989,59706.600000000006,0.00959079283887468
297.5,308.2,1713,32.2,17,0,False,True,10.699999999999989,55158.600000000006,0.009918319719953326
297.4,308.1,1474,39.4,20,0,True,False,10.700000000000045,58075.6,0.013559322033898305
297.4,308.2,1530,32.6,22,0,False,True,10.800000000000011,49878.0,0.014369693011103853
297.4,308.2,1471,46.5,25,0,True,False,10.800000000000011,68401.5,0.016983695652173912
297.5,308.3,1388,48.6,27,0,True,False,10.800000000000011,67456.8,0.019438444924406047
297.5,308.2,2448,13.8,29,0,False,True,10.699999999999989,33782.4,0.011841567986933442
297.5,308.3,1585,32.9,32,0,True,False,10.800000000000011,52146.5,0.0201765447667087
297.5,308.3,1459,45.2,34,0,False,True,10.800000000000011,65946.8,0.023287671232876714
297.5,308.3,1544,40.8,37,0,True,False,10.800000000000011,62995.2,0.02394822006472492
297.6,308.3,1617,31.7,39,0,True,False,10.699999999999989,51258.9,0.024103831891223733
297.6,308.3,1595,34.3,41,0,True,False,10.699999999999989,54708.49999999999,0.02568922305764411
297.6,308.3,1400,44.3,43,0,False,False,10.699999999999989,62019.99999999999,0.030692362598144184
297.6,308.4,1611,31.0,48,0,False,True,10.799999999999955,49941.0,0.02977667493796526
297.6,308.4,1507,46.0,51,0,False,True,10.799999999999955,69322.0,0.033819628647214856
297.5,308.3,1674,30.0,54,0,False,False,10.800000000000011,50220.0,0.032238805970149255
297.6,308.3,1658,34.3,59,0,True,False,10.699999999999989,56869.399999999994,0.03556359252561784
297.6,308.3,1623,36.9,61,0,True,False,10.699999999999989,59888.7,0.037561576354679806
297.6,308.4,1398,48.9,63,0,False,True,10.799999999999955,68362.2,0.04503216583273767
297.6,308.4,1517,34.2,66,0,True,False,10.799999999999955,51881.4,0.043478260869565216
297.6,308.3,1467,36.7,68,0,False,True,10.699999999999989,53838.9,0.04632152588555858
297.6,308.3,1567,34.6,71,0,False,True,10.699999999999989,54218.200000000004,0.04528061224489796
297.5,308.3,1521,38.2,74,0,False,True,10.800000000000011,58102.200000000004,0.04862023653088042
297.5,308.3,1596,36.8,77,0,True,False,10.800000000000011,58732.799999999996,0.048215403882279274
297.6,308.3,1640,30.9,79,0,False,False,10.699999999999989,50676.0,0.04814137720901889
297.6,308.3,1438,47.8,84,0,True,False,10.699999999999989,68736.4,0.05837387074357193
297.6,308.4,1407,55.2,86,0,True,False,10.799999999999955,77666.40000000001,0.061079545454545456
297.6,308.4,1353,57.5,88,0,True,False,10.799999999999955,77797.5,0.06499261447562776
297.6,308.5,1552,40.9,90,0,False,True,10.899999999999977,63476.799999999996,0.05795235028976175
297.6,308.4,1569,38.3,93,0,False,True,10.799999999999955,60092.7,0.05923566878980892
297.5,308.4,1489,39.5,96,0,True,False,10.899999999999977,58815.5,0.06442953020134229
297.5,308.4,1587,36.1,98,0,False,False,10.899999999999977,57290.700000000004,0.061712846347607056
297.5,308.3,1622,37.2,103,0,False,True,10.800000000000011,60338.4,0.06346272335181762
297.5,308.4,1604,38.1,106,0,True,False,10.899999999999977,61112.4,0.0660436137071651
297.4,308.3,1405,51.7,108,0,False,True,10.900000000000034,72638.5,0.07681365576102418
297.4,308.3,1412,42.0,111,0,True,False,10.900000000000034,59304.0,0.07855626326963906
297.4,308.3,1431,43.0,113,0,True,False,10.900000000000034,61533.0,0.07891061452513966
297.4,308.2,1533,37.4,115,0,True,False,10.800000000000011,57334.2,0.07496740547588006
297.4,308.2,1401,51.9,117,0,False,True,10.800000000000011,72711.9,0.08345221112696148
297.4,308.2,1424,53.9,120,0,False,True,10.800000000000011,76753.59999999999,0.08421052631578947
297.3,308.2,1754,29.4,123,0,True,False,10.899999999999977,51567.6,0.07008547008547009
297.3,308.2,1754,26.8,125,0,True,False,10.899999999999977,47007.200000000004,0.07122507122507123
297.5,308.3,2564,12.8,127,1,True,False,10.800000000000011,32819.200000000004,0.04951267056530215
297.5,308.5,1546,40.4,129,0,True,False,11.0,62458.399999999994,0.08338720103425985
297.5,308.5,1335,48.0,131,0,True,False,11.0,64080.0,0.09805389221556886
297.5,308.6,1842,27.0,133,0,False,True,11.100000000000023,49734.0,0.07216494845360824
297.5,308.5,1712,26.8,136,0,True,False,11.0,45881.6,0.0793928779918272
297.6,308.6,1414,45.4,138,0,False,True,11.0,64195.6,0.09752650176678446
297.6,308.7,1319,50.9,141,0,True,False,11.099999999999966,67137.09999999999,0.10681818181818181
297.7,308.7,1249,60.4,143,0,True,False,11.0,75439.59999999999,0.1144
297.6,308.7,1455,48.2,145,0,True,False,11.099999999999966,70131.0,0.09958791208791208
297.6,308.7,1408,54.8,147,0,False,True,11.099999999999966,77158.4,0.10432931156848829
297.6,308.7,1460,46.7,150,0,True,False,11.099999999999966,68182.0,0.1026694045174538
297.6,308.6,1491,38.1,152,0,True,False,11.0,56807.1,0.10187667560321716
297.6,308.5,1490,43.4,154,0,False,True,10.899999999999977,64666.0,0.10328638497652583
297.5,308.4,1350,52.2,157,0,False,True,10.899999999999977,70470.0,0.11621021465581051
297.5,308.4,1528,39.9,160,0,True,False,10.899999999999977,60967.2,0.10464355788096795
297.4,308.3,1571,37.7,162,0,True,False,10.900000000000034,59226.700000000004,0.10305343511450382
297.4,308.3,1490,42.6,164,0,True,False,10.900000000000034,63474.0,0.10999329309188464
297.4,308.3,1774,28.9,166,0,False,True,10.900000000000034,51268.6,0.09352112676056339
297.4,308.3,1502,43.6,169,0,False,False,10.900000000000034,65487.200000000004,0.11244178310046574
297.4,308.4,1392,49.7,174,0,True,False,11.0,69182.40000000001,0.1249102656137832
297.4,308.5,2100,16.9,176,0,True,False,11.100000000000023,35490.0,0.08376963350785341
297.5,308.5,1722,30.4,178,0,True,False,11.0,52348.799999999996,0.1033081834010447
297.4,308.6,1678,32.3,180,0,True,False,11.200000000000045,54199.399999999994,0.1072066706372841
297.3,308.6,1273,59.8,182,0,True,False,11.300000000000011,76125.4,0.14285714285714285
297.3,308.6,1297,45.9,184,0,True,False,11.300000000000011,59532.299999999996,0.14175654853620956
297.3,308.5,1350,57.6,186,0,True,False,11.199999999999989,77760.0,0.1376757957068838
297.4,308.6,1439,51.9,188,0,True,False,11.200000000000045,74684.09999999999,0.13055555555555556
297.4,308.5,1600,42.1,190,0,False,True,11.100000000000023,67360.0,0.11867582760774516
297.4,308.6,1434,44.4,193,0,False,True,11.200000000000045,63669.6,0.13449477351916375
297.4,308.6,1459,41.3,196,0,True,False,11.200000000000045,60256.7,0.13424657534246576
297.5,308.6,1472,44.9,198,0,False,True,11.100000000000023,66092.8,0.13441955193482688
297.5,308.7,1429,44.3,201,0,True,False,11.199999999999989,63304.7,0.14055944055944056
297.5,308.6,1388,48.2,203,0,True,False,11.100000000000023,66901.6,0.14614830813534918
297.4,308.4,1573,34.5,205,0,True,False,11.0,54268.5,0.13024142312579415
297.4,308.4,1588,32.5,207,0,True,False,11.0,51610.0,0.1302706104468219
297.5,308.4,1511,42.8,209,0,True,False,10.899999999999977,64670.799999999996,0.13822751322751323
297.4,308.5,1495,37.8,211,0,True,False,11.100000000000023,56510.99999999999,0.1410427807486631
297.4,308.4,1394,50.1,213,0,True,False,11.0,69839.40000000001,0.15268817204301074
297.4,308.4,2151,17.7,0,0,True,False,11.0,38072.7,0.0
297.3,308.3,1501,38.2,2,0,False,True,11.0,57338.200000000004,0.0013315579227696406
297.3,308.3,1301,39.6,5,0,False,True,11.0,51519.6,0.0038402457757296467
297.3,308.3,1657,31.1,8,0,False,True,11.0,51532.700000000004,0.0048250904704463205
297.3,308.3,1333,55.2,11,0,True,False,11.0,73581.6,0.008245877061469266
297.3,308.3,1484,43.9,13,0,True,False,11.0,65147.6,0.008754208754208754
297.3,308.4,1430,45.7,15,0,True,False,11.099999999999966,65351.00000000001,0.010482180293501049
297.3,308.4,1665,28.9,17,0,False,True,11.099999999999966,48118.5,0.01020408163265306
297.4,308.5,1501,44.9,20,0,True,False,11.100000000000023,67394.9,0.013315579227696404
297.5,308.5,1496,42.2,22,0,False,True,11.0,63131.200000000004,0.014696058784235137
297.6,308.6,1595,36.9,25,0,False,True,11.0,58855.5,0.015664160401002505
297.5,308.6,1208,62.3,28,0,True,False,11.100000000000023,75258.4,0.02315963606286187
297.5,308.6,1596,37.1,30,0,True,False,11.100000000000023,59211.600000000006,0.01878522229179712
297.5,308.5,1446,41.9,32,0,True,False,11.0,60587.4,0.0221147201105736
297.6,308.5,1466,39.7,34,0,False,True,10.899999999999977,58200.200000000004,0.023176550783912748
297.6,308.5,1848,23.7,37,0,False,True,10.899999999999977,43797.6,0.020010816657652784
297.5,308.5,1484,44.7,40,0,False,True,11.0,66334.8,0.026936026936026935
297.4,308.3,1493,41.2,43,0,True,False,10.900000000000034,61511.600000000006,0.028781793842034806
297.3,308.3,1504,36.3,45,0,True,False,11.0,54595.2,0.029900332225913623
297.3,308.3,1538,38.5,47,0,True,False,11.0,59213.0,0.030539311241065625
297.4,308.4,1341,52.2,49,0,True,False,11.0,70000.2,0.03651266766020864
297.4,308.3,1535,34.6,51,0,False,True,10.900000000000034,53111.0,0.033203125
297.4,308.5,1389,39.2,54,0,True,False,11.100000000000023,54448.8,0.03884892086330935
297.5,308.5,1393,46.6,56,0,False,False,11.0,64913.8,0.040172166427546625
297.4,308.5,1399,61.5,61,1,True,False,11.100000000000023,86038.5,0.04357142857142857
297.4,308.5,1469,45.1,63,0,False,False,11.100000000000023,66251.90000000001,0.04285714285714286
297.4,308.4,1582,37.2,68,0,True,False,11.0,58850.4,0.04295641187618446
297.5,308.6,1793,26.7,70,0,True,False,11.100000000000023,47873.1,0.03901895206243032
297.5,308.6,1452,39.0,72,0,True,False,11.100000000000023,56628.0,0.04955264969029594
297.6,308.7,1376,59.9,74,0,False,True,11.099999999999966,82422.4,0.05374001452432825
297.5,308.6,1552,44.9,77,0,True,False,11.100000000000023,69684.8,0.049581455247907275
297.6,308.7,1622,37.9,79,0,True,False,11.099999999999966,61473.799999999996,0.04867529266789895
297.6,308.7,1419,41.7,81,0,False,True,11.099999999999966,59172.3,0.05704225352112676
297.5,308.6,1440,46.1,84,0,False,False,11.100000000000023,66384.0,0.05829285218598196
297.4,308.6,1643,31.0,89,0,False,True,11.200000000000045,50933.0,0.054136253041362534
297.4,308.7,1510,36.2,92,0,True,False,11.300000000000011,54662.00000000001,0.06088682991396426
297.4,308.7,1468,46.6,94,0,True,False,11.300000000000011,68408.8,0.06398910823689585
297.4,308.7,1429,57.4,96,0,True,False,11.300000000000011,82024.59999999999,0.06713286713286713
297.3,308.7,1478,47.6,98,0,False,False,11.399999999999977,70352.8,0.06626098715348208
297.4,308.6,1276,53.6,103,0,True,False,11.200000000000045,68393.6,0.08065779169929523
297.3,308.6,1486,42.6,105,0,True,False,11.300000000000011,63303.6,0.07061197041022192
297.4,308.6,1476,42.3,107,0,True,False,11.200000000000045,62434.799999999996,0.07244414353419093
297.3,308.6,1431,42.0,109,0,False,False,11.300000000000011,60102.0,0.07611731843575419
297.4,308.7,1402,40.2,114,0,True,False,11.300000000000011,56360.4,0.08125445473984319
297.4,308.7,1433,43.4,116,0,True,False,11.300000000000011,62192.2,0.08089260808926081
297.4,308.7,2874,4.2,118,1,True,False,11.300000000000011,12070.800000000001,0.04104347826086956
297.3,308.6,1511,35.7,120,0,True,False,11.300000000000011,53942.700000000004,0.07936507936507936
297.3,308.6,1456,42.9,122,0,False,True,11.300000000000011,62462.4,0.08373369938229239
297.2,308.5,1550,41.5,125,0,True,False,11.300000000000011,64325.0,0.08059316569954868
297.2,308.5,2182,16.5,127,0,True,False,11.300000000000011,36003.0,0.058176820888685296
297.3,308.7,1619,31.6,129,0,True,False,11.399999999999977,51160.4,0.07962962962962963
297.3,308.8,1586,32.7,131,0,False,True,11.5,51862.200000000004,0.08254568367989919
297.3,308.8,1499,44.2,134,0,False,False,11.5,66255.8,0.08933333333333333
297.3,308.8,1419,42.4,139,0,False,False,11.5,60165.6,0.09788732394366197
297.4,309.0,1497,41.8,144,0,False,True,11.600000000000023,62574.6,0.09612817089452604
297.4,309.0,1520,37.0,147,0,False,True,11.600000000000023,56240.0,0.09664694280078895
297.4,309.1,1478,49.8,150,0,True,False,11.700000000000045,73604.4,0.10141987829614604
297.4,309.1,1380,41.1,152,0,True,False,11.700000000000045,56718.0,0.11006517016654598
297.4,309.0,1570,37.9,154,0,True,False,11.600000000000023,59503.0,0.098026734563972
297.4,309.0,1468,41.4,156,0,False,False,11.600000000000023,60775.2,0.10619469026548672
297.4,309.0,1833,22.6,161,0,True,False,11.600000000000023,41425.8,0.08778625954198473
297.4,308.9,1323,57.3,163,0,False,True,11.5,75807.9,0.12311178247734139
297.4,309.0,1583,32.0,166,0,True,False,11.600000000000023,50656.0,0.10479797979797979
297.3,309.0,1556,39.5,168,0,False,True,11.699999999999989,61462.0,0.10789980732177264
297.3,309.0,1548,37.4,171,0,True,False,11.699999999999989,57895.2,0.1103938024531956
297.4,309.0,1324,56.9,173,0,True,False,11.600000000000023,75335.59999999999,0.13056603773584904
297.4,309.0,1568,33.7,175,0,True,False,11.600000000000023,52841.600000000006,0.11153601019757807
297.4,309.0,1685,30.7,177,0,False,True,11.600000000000023,51729.5,0.10498220640569395
297.4,309.1,1582,35.9,180,0,False,True,11.700000000000045,56793.799999999996,0.11370814908401769
297.4,309.1,1463,35.0,183,0,False,True,11.700000000000045,51205.0,0.125
297.4,309.2,1584,42.8,186,0,True,False,11.800000000000011,67795.2,0.11735015772870662
297.5,309.2,1347,55.8,188,0,False,True,11.699999999999989,75162.59999999999,0.1394658753709199
297.4,309.2,1459,37.9,191,0,True,False,11.800000000000011,55296.1,0.13082191780821917
297.4,309.2,1420,45.6,193,0,True,False,11.800000000000011,64752.0,0.1358198451794511
297.5,309.3,1404,43.5,195,0,True,False,11.800000000000011,61074.0,0.1387900355871886
297.5,309.3,1470,38.8,197,0,True,False,11.800000000000011,57035.99999999999,0.13392250169952413
297.6,309.4,1326,49.8,199,0,True,False,11.799999999999955,66034.8,0.14996232102486812
297.5,309.3,1459,49.7,201,0,False,False,11.800000000000011,72512.3,0.13767123287671232
297.5,309.2,1530,40.0,206,0,False,True,11.699999999999989,61200.0,0.13455258001306336
297.4,309.0,1505,39.2,209,0,True,False,11.600000000000023,58996.00000000001,0.1387782204515272
297.5,309.1,1611,30.2,211,0,True,False,11.600000000000023,48652.2,0.13089330024813894
297.5,309.1,1515,35.1,213,0,True,False,11.600000000000023,53176.5,0.14050131926121373
297.5,309.2,1804,27.4,215,0,False,True,11.699999999999989,49429.6,0.11911357340720222
297.6,309.3,1464,46.2,218,0,False,True,11.699999999999989,67636.8,0.14880546075085324
297.6,309.2,1390,43.3,221,0,True,False,11.599999999999966,60186.99999999999,0.1588785046728972
297.6,309.2,1442,48.1,0,0,False,True,11.599999999999966,69360.2,0.0
297.6,309.3,1529,41.9,3,0,False,True,11.699999999999989,64065.1,0.00196078431372549
297.6,309.3,1610,35.0,6,0,True,False,11.699999999999989,56350.0,0.0037243947858473
297.6,309.3,1543,34.3,8,0,True,False,11.699999999999989,52924.899999999994,0.0051813471502590676
297.8,309.4,1445,48.2,10,0,False,False,11.599999999999966,69649.0,0.006915629322268326
297.7,309.3,1893,24.6,15,0,True,False,11.600000000000023,46567.8,0.00791974656810982
297.6,309.3,1415,41.3,17,0,False,True,11.699999999999989,58439.49999999999,0.012005649717514125
297.5,309.3,1564,37.5,20,0,True,False,11.800000000000011,58650.0,0.012779552715654952
297.5,309.3,1479,39.4,22,0,True,False,11.800000000000011,58272.6,0.014864864864864866
297.5,309.2,1426,44.8,24,0,True,False,11.699999999999989,63884.799999999996,0.016818500350385426
297.4,309.2,1428,38.8,26,0,True,False,11.800000000000011,55406.399999999994,0.01819454163750875
297.4,309.2,1620,33.2,28,0,True,False,11.800000000000011,53784.00000000001,0.01727328809376928
297.5,309.2,1715,28.0,30,0,True,False,11.699999999999989,48020.0,0.017482517482517484
297.5,309.3,1732,29.9,32,0,True,False,11.800000000000011,51786.799999999996,0.018465089440276975
297.5,309.4,1391,58.2,34,0,False,True,11.899999999999977,80956.2,0.02442528735632184
297.6,309.5,1924,20.6,37,0,True,False,11.899999999999977,39634.4,0.01922077922077922
297.7,309.5,2027,19.8,39,0,False,True,11.800000000000011,40134.6,0.019230769230769232
297.6,309.5,1617,36.2,42,0,True,False,11.899999999999977,58535.4,0.02595797280593325
